transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN00251,U00251,33,Other,3.01,5.55,0.81,1.22,7.73,225,97,3.66,Low,Yes,Moderate,1
TXN00252,U00252,29,Other,11.65,2.55,3.77,2.68,4.95,97,97,12.49,Low,No,Severe,1
TXN00253,U00253,28,Male,4.57,5.83,2.77,5.61,8.04,77,165,7.11,Medium,No,Severe,1
TXN00254,U00254,23,Female,9.56,5.72,3.79,2.65,8.97,165,23,10.52,Medium,Yes,Moderate,1
TXN00255,U00255,22,Female,5.98,0.93,1.39,2.26,7.36,42,178,8.3,Medium,No,None,0
TXN00256,U00256,24,Female,5.25,0.87,1.03,1.09,4.51,118,127,7.58,Low,No,Mild,0
TXN00257,U00257,29,Male,7.91,1.06,1.92,5.25,7.43,195,72,8.82,Low,Yes,Moderate,1
TXN00258,U00258,28,Other,5.35,1.08,1.37,5.38,5.22,39,155,8.2,Low,No,Mild,0
TXN00259,U00259,18,Female,6.88,4.09,2.43,2.89,4.74,104,67,9.82,Medium,No,Severe,1
TXN00260,U00260,25,Male,3.86,2.66,2.2,3.2,4.75,20,124,4.58,High,No,None,0
TXN00261,U00261,18,Other,4.86,4.01,3.91,3.1,5.02,220,116,6.54,High,No,Moderate,1
TXN00262,U00262,35,Other,6.49,2.54,1.53,1.53,4.7,132,134,7.65,Medium,Yes,Mild,0
TXN00263,U00263,21,Other,3.77,2.39,2.17,5.84,7.15,161,30,6.37,High,No,Mild,0
TXN00264,U00264,25,Female,7.29,0.93,3.61,4.43,6.76,250,147,9.79,High,Yes,Mild,0
TXN00265,U00265,23,Female,11.54,1.42,0.85,1.56,4.69,40,126,12.54,High,Yes,Severe,1
TXN00266,U00266,20,Female,3.78,3.56,2.21,5.21,6.84,243,18,6.25,High,No,None,0
TXN00267,U00267,22,Female,4.33,3.73,3.03,5.67,8.66,164,40,6.79,High,No,Mild,0
TXN00268,U00268,30,Female,8.89,3.65,1.89,1.45,6.31,178,170,11.09,Medium,Yes,Severe,1
TXN00269,U00269,25,Male,3.44,3.11,1.07,2.55,6.02,223,92,4.72,Medium,Yes,None,0
TXN00270,U00270,27,Other,11.77,2.94,3.3,1.98,6.38,185,37,12.74,Low,No,Severe,1
TXN00271,U00271,29,Male,10.39,3.33,0.64,2.21,6.78,54,149,13.09,Low,Yes,Moderate,1
TXN00272,U00272,19,Male,5.25,3.01,3.67,4.38,5.73,230,133,7.01,High,Yes,None,0
TXN00273,U00273,29,Male,7.4,2.95,3.84,3.11,6.98,108,56,9.99,Medium,Yes,Moderate,1
TXN00274,U00274,30,Female,3.45,5.2,3.12,1.68,5.5,77,67,4.62,Medium,Yes,Moderate,1
TXN00275,U00275,22,Female,8.83,3.81,0.03,1.89,8.12,98,179,10.02,Medium,No,Severe,1
TXN00276,U00276,24,Other,7.2,4.22,3.3,2.68,4.96,150,110,9.1,High,No,Severe,1
TXN00277,U00277,21,Other,7.34,2.35,1.11,2.29,5.75,187,91,8.31,High,Yes,Mild,0
TXN00278,U00278,30,Female,8.94,4.24,2.89,4.1,8.99,86,122,10.45,High,Yes,Moderate,1
TXN00279,U00279,25,Male,9.18,4.01,1.9,5.67,6.11,96,58,11.78,High,Yes,Severe,1
TXN00280,U00280,33,Other,4.15,1.92,3.23,4.7,5.32,194,100,6.29,Low,No,None,0
TXN00281,U00281,27,Male,6.78,5.38,1.49,3.72,6.59,50,135,7.41,High,Yes,Severe,1
TXN00282,U00282,34,Male,4.08,4.24,2.12,2.77,8.42,58,50,7.06,Medium,No,Severe,1
TXN00283,U00283,28,Male,10.76,1.49,0.32,2.33,8.94,100,177,11.41,Medium,No,Moderate,1
TXN00284,U00284,23,Other,7.41,4.7,0.35,3.88,7.35,123,124,10.32,Medium,Yes,Moderate,1
TXN00285,U00285,24,Female,9.58,5.73,3.57,4.66,6.89,24,16,11.65,Low,Yes,Severe,1
TXN00286,U00286,22,Other,3.92,3.27,1.22,0.86,4.71,94,131,6.24,High,No,Mild,0
TXN00287,U00287,22,Other,6.08,5.46,1.44,1.54,8.77,227,118,6.63,Low,Yes,Moderate,1
TXN00288,U00288,18,Other,8.31,1.43,1.47,4.08,4.67,244,178,9.45,High,Yes,Moderate,1
TXN00289,U00289,21,Female,8.88,0.61,2.76,2.79,6.21,160,79,10.57,Low,Yes,Moderate,1
TXN00290,U00290,31,Male,8.95,4.14,1.08,3.83,5.12,232,41,10.73,High,Yes,Severe,1
TXN00291,U00291,21,Other,7.48,3.85,3.11,5.07,8.88,111,119,8.72,Low,No,Mild,0
TXN00292,U00292,33,Female,5.98,0.52,2.69,5.49,8.26,191,141,6.85,Low,Yes,None,0
TXN00293,U00293,25,Other,7.11,5.88,1.06,0.78,8.16,243,25,9.74,Medium,No,Severe,1
TXN00294,U00294,21,Female,3.85,4.67,0.18,5.19,7.49,63,99,5.24,Medium,No,Moderate,1
TXN00295,U00295,28,Male,4.65,2.7,3.85,2.0,6.24,237,137,7.15,High,Yes,None,0
TXN00296,U00296,19,Other,11.83,5.14,0.41,5.51,6.67,165,127,12.78,Medium,No,Moderate,1
TXN00297,U00297,22,Other,7.35,3.18,3.55,2.92,4.79,187,95,7.88,High,Yes,Moderate,1
TXN00298,U00298,34,Other,9.19,3.9,1.73,4.5,6.67,189,179,10.65,High,Yes,Moderate,1
TXN00299,U00299,23,Other,7.55,3.08,1.98,1.41,7.88,102,76,8.88,Medium,Yes,Mild,0
TXN00300,U00300,30,Male,6.63,1.79,1.84,4.91,6.52,239,142,8.25,Low,No,Mild,0
TXN00301,U00301,30,Female,6.71,3.56,0.0,1.0,7.22,178,178,7.97,High,Yes,Moderate,1
TXN00302,U00302,29,Male,10.43,4.99,3.38,2.33,7.95,173,136,12.72,Medium,No,Moderate,1
TXN00303,U00303,25,Other,3.02,2.45,2.53,4.9,6.96,115,42,3.63,Low,No,None,0
TXN00304,U00304,31,Other,3.96,3.86,0.75,5.62,6.27,137,63,6.25,Low,No,None,0
TXN00305,U00305,21,Other,9.95,2.98,2.63,5.76,5.11,147,16,11.78,Low,No,Severe,1
TXN00306,U00306,23,Female,9.23,1.46,3.26,1.07,7.46,175,97,10.99,Medium,No,Moderate,1
TXN00307,U00307,30,Male,11.67,5.84,1.81,1.23,6.36,199,146,12.92,High,No,Moderate,1
TXN00308,U00308,24,Female,8.62,2.1,1.38,4.2,8.92,186,60,10.38,High,No,Moderate,1
TXN00309,U00309,35,Male,7.32,3.64,2.67,2.8,7.87,235,151,8.53,Medium,Yes,Mild,0
TXN00310,U00310,30,Other,4.31,4.19,0.8,4.63,5.22,93,79,5.18,Low,No,Moderate,1
TXN00311,U00311,19,Female,6.23,2.99,2.46,4.22,7.03,77,180,8.13,Low,No,Mild,0
TXN00312,U00312,30,Other,6.75,4.83,2.74,5.81,4.74,210,79,7.76,Medium,Yes,Severe,1
TXN00313,U00313,35,Male,9.65,1.58,2.9,1.56,6.52,194,34,10.62,Low,Yes,Severe,1
TXN00314,U00314,31,Female,5.51,1.95,0.64,5.15,4.53,139,54,6.11,Medium,Yes,Mild,0
TXN00315,U00315,35,Female,6.22,4.81,1.27,1.71,5.33,37,144,7.12,High,No,Moderate,1
TXN00316,U00316,25,Other,10.95,4.15,1.32,2.11,8.78,178,150,12.64,High,Yes,Moderate,1
TXN00317,U00317,29,Other,7.01,5.47,2.45,3.92,8.82,194,97,8.46,Low,No,Severe,1
TXN00318,U00318,27,Other,3.22,3.34,3.08,3.33,6.79,144,26,4.46,High,Yes,Mild,0
TXN00319,U00319,20,Male,11.53,1.42,3.83,3.46,4.53,36,68,13.71,Low,No,Moderate,1
TXN00320,U00320,35,Male,10.46,5.33,2.97,2.89,8.18,38,54,11.02,High,No,Moderate,1
TXN00321,U00321,20,Female,3.49,4.87,2.23,3.66,5.52,86,119,4.96,High,No,Severe,1
TXN00322,U00322,18,Female,6.51,1.15,0.02,4.46,4.78,210,164,7.12,Low,No,Mild,0
TXN00323,U00323,27,Other,8.46,2.05,3.71,2.6,8.2,27,136,9.35,Low,Yes,Severe,1
TXN00324,U00324,27,Male,11.64,1.29,2.71,5.53,8.08,206,180,13.07,Low,Yes,Moderate,1
TXN00325,U00325,18,Male,8.15,2.67,2.19,0.97,5.45,209,103,9.18,High,Yes,Moderate,1
TXN00326,U00326,25,Other,8.55,1.89,0.46,4.19,7.05,33,155,10.2,High,Yes,Severe,1
TXN00327,U00327,20,Female,5.26,1.59,2.32,5.73,6.11,191,75,6.01,High,Yes,None,0
TXN00328,U00328,33,Male,7.06,3.89,1.22,3.71,7.04,113,95,9.96,Low,Yes,Moderate,1
TXN00329,U00329,25,Other,9.41,4.02,1.11,2.48,7.56,104,137,11.07,Medium,No,Severe,1
TXN00330,U00330,21,Male,4.58,3.84,3.37,5.22,5.13,157,65,5.74,High,Yes,None,0
TXN00331,U00331,34,Female,8.68,4.97,2.32,4.73,5.46,29,156,9.83,High,No,Moderate,1
TXN00332,U00332,30,Other,5.01,4.75,2.93,2.1,6.59,150,38,6.5,High,Yes,Moderate,1
TXN00333,U00333,23,Male,9.81,1.27,0.64,3.61,7.05,243,52,12.15,Medium,No,Moderate,1
TXN00334,U00334,33,Other,5.09,1.95,0.94,4.18,6.83,222,107,6.56,Medium,Yes,None,0
TXN00335,U00335,28,Other,3.93,5.83,2.53,2.0,7.84,168,154,5.86,Medium,No,Severe,1
TXN00336,U00336,20,Female,7.65,2.57,3.63,3.34,6.09,242,103,9.37,Medium,Yes,Mild,0
TXN00337,U00337,23,Female,5.07,3.33,1.12,1.33,5.21,174,45,7.22,Medium,No,None,0
TXN00338,U00338,33,Male,7.31,3.75,2.59,2.76,5.6,52,161,9.29,Low,Yes,Mild,0
TXN00339,U00339,23,Female,5.32,1.49,3.83,3.8,7.04,24,87,8.19,Low,No,Mild,0
TXN00340,U00340,23,Other,4.97,2.76,0.57,3.7,7.95,179,145,6.13,High,No,Mild,0
TXN00341,U00341,20,Female,5.07,2.62,0.43,1.61,8.37,149,122,7.64,High,Yes,None,0
TXN00342,U00342,19,Female,10.9,3.42,3.01,1.01,7.47,250,169,12.75,Low,No,Severe,1
TXN00343,U00343,19,Male,9.28,2.86,3.75,3.15,7.96,109,165,11.79,High,Yes,Severe,1
TXN00344,U00344,26,Other,7.29,1.78,3.44,2.06,8.45,124,80,8.26,High,Yes,Mild,0
TXN00345,U00345,18,Other,6.38,1.63,3.22,2.75,4.98,129,164,7.51,High,No,Moderate,1
TXN00346,U00346,26,Other,11.93,2.69,0.81,3.54,7.01,65,109,13.83,Medium,No,Severe,1
TXN00347,U00347,29,Other,9.97,2.69,0.55,5.25,5.04,78,129,12.43,Low,Yes,Moderate,1
TXN00348,U00348,30,Other,10.07,4.9,2.46,4.27,4.73,119,177,10.58,Low,Yes,Severe,1
TXN00349,U00349,31,Other,3.79,1.95,1.48,3.85,7.76,122,172,5.93,Medium,Yes,None,0
TXN00350,U00350,33,Other,6.95,1.61,2.63,4.92,5.79,28,168,8.73,High,Yes,Mild,0
TXN00351,U00351,19,Other,6.24,4.1,3.9,0.98,5.74,122,105,8.41,Medium,Yes,Moderate,1
TXN00352,U00352,20,Other,11.27,3.52,2.9,3.58,7.12,108,85,12.34,Low,No,Severe,1
TXN00353,U00353,18,Female,5.35,2.74,0.43,0.9,5.82,49,146,8.24,High,No,Mild,0
TXN00354,U00354,33,Other,9.93,4.67,3.84,3.02,6.57,170,22,11.63,Medium,Yes,Severe,1
TXN00355,U00355,25,Male,9.09,1.76,1.26,5.75,6.82,22,82,10.21,Low,No,Severe,1
TXN00356,U00356,35,Female,11.38,3.12,1.41,5.42,5.71,211,63,13.13,Low,Yes,Moderate,1
TXN00357,U00357,24,Other,5.06,5.09,3.35,2.46,8.01,50,35,7.25,High,No,Moderate,1
TXN00358,U00358,19,Male,10.63,2.54,1.26,5.44,8.46,167,85,12.36,High,No,Severe,1
TXN00359,U00359,22,Other,3.49,4.9,1.91,3.47,6.76,120,59,5.13,Low,No,Severe,1
TXN00360,U00360,18,Other,3.11,1.66,2.32,2.29,7.26,86,62,4.98,Low,No,Mild,0
TXN00361,U00361,28,Male,6.29,3.24,0.84,4.35,6.18,238,117,7.49,Low,Yes,Mild,0
TXN00362,U00362,26,Female,10.24,3.55,3.43,1.58,8.1,209,53,11.92,Low,Yes,Severe,1
TXN00363,U00363,22,Male,11.96,5.17,2.07,4.46,8.03,96,79,13.87,High,Yes,Severe,1
TXN00364,U00364,23,Male,3.54,4.98,1.91,3.96,6.52,105,81,4.94,High,No,Severe,1
TXN00365,U00365,31,Other,4.09,5.27,3.85,1.59,7.09,186,152,5.03,Medium,No,Severe,1
TXN00366,U00366,34,Other,7.39,4.55,3.56,2.6,5.79,181,52,10.06,High,No,Severe,1
TXN00367,U00367,30,Female,10.64,0.89,0.65,1.76,5.93,94,83,12.65,Medium,No,Severe,1
TXN00368,U00368,34,Male,11.69,2.78,0.74,0.63,7.77,189,79,14.54,High,Yes,Moderate,1
TXN00369,U00369,30,Other,3.93,0.85,3.51,3.52,4.62,121,149,6.34,Low,Yes,Mild,0
TXN00370,U00370,22,Male,3.76,5.62,1.56,1.76,7.82,133,175,4.58,High,Yes,Moderate,1
TXN00371,U00371,29,Other,10.74,2.29,1.9,5.86,6.93,89,155,12.35,High,Yes,Severe,1
TXN00372,U00372,31,Male,7.71,4.02,1.24,2.41,6.93,226,37,9.31,Medium,No,Severe,1
TXN00373,U00373,27,Male,3.1,3.38,3.03,1.25,5.79,156,17,5.32,Medium,No,Mild,0
TXN00374,U00374,31,Female,10.18,3.78,3.19,3.52,5.35,245,158,11.77,Low,Yes,Severe,1
TXN00375,U00375,25,Male,5.37,2.82,0.96,4.7,8.59,226,84,6.58,High,No,Mild,0
TXN00376,U00376,20,Other,4.64,2.09,2.55,3.9,5.72,179,140,5.61,Low,Yes,None,0
TXN00377,U00377,18,Female,4.67,1.06,1.08,4.43,7.77,79,38,5.55,Medium,Yes,Mild,0
TXN00378,U00378,27,Male,10.07,3.24,1.49,4.33,4.64,40,52,10.71,Medium,Yes,Severe,1
TXN00379,U00379,24,Male,11.06,1.88,1.53,0.57,8.89,202,78,12.52,Medium,Yes,Moderate,1
TXN00380,U00380,32,Female,9.62,1.02,2.66,1.65,6.25,99,97,10.52,High,Yes,Moderate,1
TXN00381,U00381,33,Female,8.75,1.59,3.55,5.25,5.48,48,75,10.83,Medium,Yes,Moderate,1
TXN00382,U00382,21,Female,6.56,1.84,3.88,3.7,7.61,196,167,7.45,Low,Yes,Mild,0
TXN00383,U00383,20,Female,9.17,2.36,3.88,4.68,4.77,111,180,10.05,High,Yes,Moderate,1
TXN00384,U00384,25,Female,5.85,3.57,2.58,2.41,8.51,207,64,6.4,Medium,No,None,0
TXN00385,U00385,19,Other,7.37,2.91,1.18,4.33,5.35,67,154,8.74,High,No,Moderate,1
TXN00386,U00386,35,Male,4.44,3.42,1.8,5.01,6.94,136,15,6.88,High,No,None,0
TXN00387,U00387,29,Female,9.98,1.81,2.88,4.12,6.93,119,63,11.79,Medium,Yes,Severe,1
TXN00388,U00388,31,Male,8.77,1.11,2.09,0.87,8.26,53,60,11.45,Low,Yes,Severe,1
TXN00389,U00389,21,Male,3.29,4.03,1.55,3.19,7.31,171,80,3.91,Low,Yes,Moderate,1
TXN00390,U00390,33,Other,11.36,5.08,1.87,4.01,6.12,210,121,13.92,High,Yes,Severe,1
TXN00391,U00391,19,Other,9.61,5.09,0.31,1.69,6.84,45,74,11.44,Low,Yes,Moderate,1
TXN00392,U00392,23,Male,8.03,3.57,2.98,4.71,7.09,192,132,10.29,Medium,Yes,Moderate,1
TXN00393,U00393,35,Other,6.61,2.36,0.63,5.99,6.49,110,95,8.49,Medium,No,Moderate,1
TXN00394,U00394,31,Male,10.44,2.28,0.96,3.5,6.19,160,80,11.84,Medium,No,Severe,1
TXN00395,U00395,19,Other,11.85,3.78,2.07,5.96,5.86,96,71,12.89,Medium,Yes,Severe,1
TXN00396,U00396,34,Female,8.01,5.59,0.62,0.71,6.1,55,82,9.43,High,Yes,Moderate,1
TXN00397,U00397,27,Male,3.83,2.7,3.67,4.54,7.76,222,138,4.76,High,Yes,Mild,0
TXN00398,U00398,30,Male,3.71,0.81,3.08,2.41,8.18,126,45,6.38,Low,Yes,Mild,0
TXN00399,U00399,27,Male,7.72,2.26,2.26,2.3,7.64,59,27,9.9,Medium,No,Mild,0
TXN00400,U00400,31,Other,5.61,2.67,0.53,0.95,7.07,32,155,7.11,Low,No,Mild,0
TXN00401,U00401,22,Male,9.86,3.15,0.79,2.67,7.07,163,172,12.85,High,Yes,Moderate,1
TXN00402,U00402,26,Female,9.99,2.28,3.7,0.99,7.52,128,108,11.36,Medium,No,Moderate,1
TXN00403,U00403,23,Male,11.89,3.89,3.96,2.93,5.16,31,74,12.89,Medium,Yes,Moderate,1
TXN00404,U00404,19,Male,5.19,3.92,0.59,5.08,5.79,107,43,6.45,Medium,Yes,Mild,0
TXN00405,U00405,35,Male,4.91,3.51,3.0,3.52,7.3,56,19,6.35,High,Yes,Mild,0
TXN00406,U00406,19,Male,5.56,4.84,2.47,0.79,7.45,22,32,7.03,Medium,No,Moderate,1
TXN00407,U00407,27,Male,10.81,4.07,0.92,2.59,8.89,45,95,12.52,High,Yes,Moderate,1
TXN00408,U00408,34,Female,11.7,3.58,2.85,0.72,8.65,98,100,13.42,High,Yes,Moderate,1
TXN00409,U00409,29,Male,6.2,2.16,3.98,5.88,5.74,35,175,7.34,Medium,Yes,Moderate,1
TXN00410,U00410,22,Male,6.08,2.66,0.55,4.51,6.84,193,171,8.76,High,Yes,Moderate,1
TXN00411,U00411,22,Female,6.84,2.22,2.42,2.97,5.09,187,50,8.79,High,Yes,Mild,0
TXN00412,U00412,34,Female,11.19,2.87,3.64,4.74,7.45,164,55,12.48,High,Yes,Moderate,1
TXN00413,U00413,22,Male,9.54,4.71,3.52,2.78,6.35,133,178,12.37,Medium,Yes,Moderate,1
TXN00414,U00414,22,Male,4.66,4.69,2.45,1.97,7.05,79,167,5.74,High,Yes,Severe,1
TXN00415,U00415,33,Male,4.21,5.15,1.88,4.07,5.33,119,140,5.89,Low,Yes,Moderate,1
TXN00416,U00416,31,Female,9.88,0.58,1.08,2.77,7.84,71,67,10.55,Medium,No,Severe,1
TXN00417,U00417,25,Female,6.85,4.77,2.43,5.03,7.74,120,171,9.7,High,Yes,Moderate,1
TXN00418,U00418,32,Female,10.44,0.73,3.98,3.35,6.28,208,25,12.33,High,Yes,Moderate,1
TXN00419,U00419,32,Male,6.58,2.18,3.31,3.04,6.4,176,28,8.8,Low,No,Moderate,1
TXN00420,U00420,34,Female,4.02,4.78,3.75,4.33,5.11,125,97,5.65,Low,No,Moderate,1
TXN00421,U00421,20,Other,5.25,4.3,3.63,4.88,7.73,51,38,6.04,Medium,No,Moderate,1
TXN00422,U00422,30,Male,9.54,5.86,2.45,1.38,6.98,31,58,12.32,High,Yes,Moderate,1
TXN00423,U00423,23,Other,9.92,0.78,1.23,4.52,8.82,93,175,10.87,Low,Yes,Moderate,1
TXN00424,U00424,26,Female,3.11,3.24,1.99,4.94,7.24,146,75,4.15,High,No,Mild,0
TXN00425,U00425,32,Male,3.71,3.8,0.98,3.51,7.29,162,68,4.33,Low,Yes,Mild,0
TXN00426,U00426,22,Other,10.68,4.17,3.35,2.14,8.64,32,42,12.22,Low,Yes,Severe,1
TXN00427,U00427,35,Other,4.6,3.0,2.32,5.62,4.92,96,97,6.02,Medium,Yes,Mild,0
TXN00428,U00428,20,Other,5.64,1.24,2.78,2.01,6.87,154,68,7.88,High,Yes,None,0
TXN00429,U00429,34,Male,11.88,3.16,2.75,5.64,8.94,93,124,13.9,Medium,No,Severe,1
TXN00430,U00430,33,Female,7.68,3.98,1.97,1.49,7.24,201,89,10.63,Low,Yes,Mild,0
TXN00431,U00431,21,Other,9.64,1.64,2.46,2.78,4.7,109,158,12.16,Low,Yes,Moderate,1
TXN00432,U00432,27,Male,5.29,0.87,1.2,3.52,7.95,49,100,6.64,High,Yes,None,0
TXN00433,U00433,28,Female,10.5,5.57,1.92,3.11,4.66,54,138,11.39,Medium,No,Severe,1
TXN00434,U00434,19,Female,10.52,2.15,2.9,2.24,6.91,73,162,12.73,Medium,Yes,Moderate,1
TXN00435,U00435,18,Female,6.05,2.56,2.14,1.41,7.23,67,167,6.84,Medium,No,Mild,0
TXN00436,U00436,31,Male,3.78,5.32,1.49,5.06,5.86,154,92,4.72,Medium,Yes,Moderate,1
TXN00437,U00437,32,Other,7.55,4.89,3.62,1.35,6.03,143,149,8.83,Medium,Yes,Moderate,1
TXN00438,U00438,22,Female,4.85,0.7,1.55,5.26,5.02,99,26,7.07,High,Yes,Mild,0
TXN00439,U00439,19,Other,3.93,4.71,2.98,0.62,7.91,183,68,5.23,Low,No,Severe,1
TXN00440,U00440,28,Female,9.96,4.19,1.09,1.37,5.02,179,158,11.75,Low,No,Severe,1
TXN00441,U00441,22,Female,11.49,4.92,2.3,1.44,5.9,248,101,13.34,Low,Yes,Moderate,1
TXN00442,U00442,19,Female,3.95,0.8,1.71,1.48,7.18,171,176,6.54,High,No,Mild,0
TXN00443,U00443,28,Female,10.36,4.42,2.68,3.43,8.88,213,134,12.28,Low,No,Moderate,1
TXN00444,U00444,27,Other,9.16,4.41,1.86,1.77,5.51,240,172,10.31,Medium,No,Moderate,1
TXN00445,U00445,28,Other,10.1,5.35,1.81,0.67,6.64,109,137,11.75,Low,No,Severe,1
TXN00446,U00446,22,Other,7.57,2.73,2.86,1.09,7.0,38,92,9.4,Medium,No,Mild,0
TXN00447,U00447,25,Male,7.93,5.86,1.54,2.37,8.16,171,125,10.39,Medium,No,Moderate,1
TXN00448,U00448,20,Female,9.65,4.42,3.35,1.13,7.18,103,157,10.39,Medium,Yes,Severe,1
TXN00449,U00449,20,Other,8.38,4.27,2.39,5.01,5.97,185,30,9.11,Low,Yes,Moderate,1
TXN00450,U00450,22,Other,7.08,2.1,2.46,2.96,5.43,244,96,8.33,High,No,Moderate,1
TXN00451,U00451,29,Other,11.91,3.7,2.45,3.31,8.31,238,90,12.57,High,Yes,Moderate,1
TXN00452,U00452,35,Female,10.39,2.48,3.44,5.26,5.56,199,166,11.88,Medium,No,Severe,1
TXN00453,U00453,31,Male,7.91,4.14,1.9,1.54,6.23,112,121,8.8,High,Yes,Moderate,1
TXN00454,U00454,20,Other,8.84,1.29,3.54,4.12,8.89,54,36,9.68,Medium,No,Severe,1
TXN00455,U00455,23,Female,7.09,2.83,3.28,2.62,5.52,128,169,7.61,Medium,Yes,Moderate,1
TXN00456,U00456,35,Female,8.19,0.68,0.15,3.16,6.16,168,138,11.09,Low,Yes,Severe,1
TXN00457,U00457,34,Female,3.7,5.39,0.35,3.1,7.84,191,34,5.91,High,No,Moderate,1
TXN00458,U00458,35,Male,10.01,3.08,2.05,3.08,7.8,127,105,12.91,Medium,No,Moderate,1
TXN00459,U00459,27,Female,9.54,3.6,0.25,3.1,5.26,33,89,12.06,High,Yes,Severe,1
TXN00460,U00460,20,Other,4.14,0.92,3.14,1.89,7.27,90,80,4.68,Low,Yes,None,0
TXN00461,U00461,32,Female,6.33,1.46,3.13,1.8,5.31,155,23,7.69,Low,Yes,Mild,0
TXN00462,U00462,31,Male,9.93,1.81,1.76,4.01,5.45,207,103,10.57,Medium,Yes,Moderate,1
TXN00463,U00463,32,Female,6.59,2.16,2.98,4.64,6.9,117,114,8.28,Low,No,Mild,0
TXN00464,U00464,32,Female,6.44,2.24,2.12,5.76,4.94,156,178,7.82,Medium,No,Moderate,1
TXN00465,U00465,26,Female,10.22,1.9,2.34,3.04,7.54,81,165,12.65,High,No,Moderate,1
TXN00466,U00466,35,Male,3.1,0.55,0.27,2.76,6.86,195,129,4.48,High,No,Mild,0
TXN00467,U00467,19,Female,3.21,1.01,3.75,4.11,8.26,173,178,4.01,Low,Yes,None,0
TXN00468,U00468,23,Female,11.06,4.33,1.01,3.07,8.71,183,131,13.87,Medium,No,Severe,1
TXN00469,U00469,23,Other,10.03,2.03,0.25,2.64,8.98,86,82,10.97,Low,No,Moderate,1
TXN00470,U00470,30,Male,4.61,3.21,0.58,4.73,5.48,184,42,7.39,High,No,None,0
TXN00471,U00471,20,Male,3.63,4.5,3.11,0.6,6.74,187,178,4.13,Low,No,Severe,1
TXN00472,U00472,28,Female,11.14,3.66,2.06,5.67,6.71,131,118,13.75,Low,Yes,Moderate,1
TXN00473,U00473,33,Other,4.09,3.44,3.97,2.33,5.86,34,176,7.08,High,Yes,Mild,0
TXN00474,U00474,28,Other,3.72,3.03,3.07,4.06,5.29,30,113,5.87,Medium,No,None,0
TXN00475,U00475,29,Female,7.38,5.37,1.75,1.54,4.66,26,166,8.48,Medium,Yes,Severe,1
TXN00476,U00476,35,Other,11.68,4.96,3.87,0.59,6.03,106,25,13.19,Low,No,Moderate,1
TXN00477,U00477,25,Male,11.32,0.7,0.57,4.1,6.62,178,26,12.43,High,Yes,Moderate,1
TXN00478,U00478,19,Male,11.14,5.01,0.39,3.86,8.26,36,42,11.93,High,Yes,Moderate,1
TXN00479,U00479,31,Other,6.04,5.1,2.95,2.71,5.04,195,162,7.9,Medium,Yes,Moderate,1
TXN00480,U00480,23,Male,6.02,1.16,0.56,2.78,7.63,161,57,7.62,High,Yes,Mild,0
TXN00481,U00481,30,Male,10.0,0.59,1.95,0.53,5.31,42,166,12.72,Medium,No,Moderate,1
TXN00482,U00482,22,Female,8.76,3.38,1.65,5.66,7.25,29,167,9.71,Medium,Yes,Severe,1
TXN00483,U00483,31,Male,3.04,1.8,0.47,3.42,4.93,112,153,4.81,Medium,Yes,Mild,0
TXN00484,U00484,24,Female,4.01,1.32,3.38,5.51,6.74,60,26,4.65,Medium,No,None,0
TXN00485,U00485,26,Male,6.01,4.93,3.03,0.74,7.83,157,60,6.91,Low,No,Moderate,1
TXN00486,U00486,25,Male,9.49,3.76,1.3,1.59,7.55,103,73,11.94,Medium,Yes,Moderate,1
TXN00487,U00487,31,Female,10.83,2.57,0.88,3.09,6.68,247,126,11.69,High,No,Moderate,1
TXN00488,U00488,29,Male,4.23,4.46,2.53,5.87,5.41,52,23,6.46,Low,No,Moderate,1
TXN00489,U00489,32,Female,7.13,1.44,1.37,5.38,7.22,222,178,10.01,Low,Yes,Mild,0
TXN00490,U00490,34,Female,7.4,5.98,2.37,5.1,5.76,206,124,9.74,Low,Yes,Severe,1
TXN00491,U00491,25,Other,11.03,3.75,0.6,3.66,4.52,31,25,14.01,High,Yes,Severe,1
TXN00492,U00492,30,Female,7.31,4.89,3.29,2.99,5.58,162,18,9.54,Medium,Yes,Moderate,1
TXN00493,U00493,27,Male,5.15,5.99,0.06,4.18,5.23,137,161,7.52,Low,No,Severe,1
TXN00494,U00494,30,Female,4.66,5.29,2.51,4.37,4.51,180,33,6.12,High,No,Moderate,1
TXN00495,U00495,31,Male,9.78,4.34,2.45,3.66,5.43,195,35,11.83,Medium,Yes,Severe,1
TXN00496,U00496,21,Male,6.45,3.06,0.16,2.52,7.42,200,32,8.35,Low,Yes,Moderate,1
TXN00497,U00497,35,Male,4.02,3.13,3.76,3.69,8.82,73,72,5.32,Medium,No,Mild,0
TXN00498,U00498,20,Male,6.36,2.99,2.01,5.06,6.62,156,151,9.11,Medium,No,Mild,0
TXN00499,U00499,32,Male,3.79,2.65,0.72,5.77,4.85,62,85,4.57,Low,No,None,0
TXN00500,U00500,34,Male,11.57,0.62,1.67,4.25,8.69,141,103,13.12,High,Yes,Severe,1
TXN00501,U00501,20,Female,3.2,4.91,3.34,3.36,6.01,168,102,5.34,Medium,No,Severe,1
